iter	Logloss
769	0.286769796
770	0.2866529211
771	0.2864918197
772	0.2864625901
773	0.2863706226
774	0.2862875833
775	0.2861734808
776	0.2860603387
777	0.286019212
778	0.2858584599
779	0.2858026638
780	0.2857582191
781	0.2856793711
782	0.2855642862
783	0.2854097336
784	0.2853895632
785	0.2852744783
786	0.2850509229
787	0.2849815925
788	0.2849038142
789	0.2848942747
790	0.284695714
791	0.2844788384
792	0.2843407016
793	0.2841696678
794	0.2841029351
795	0.2839124295
796	0.2837800775
797	0.28375493
798	0.2835527892
799	0.2834462178
800	0.2832053516
801	0.2830409976
802	0.2830149114
803	0.2828391407
804	0.2827671908
805	0.2826088399
806	0.2824856781
807	0.2823361464
808	0.2822308411
809	0.2821161928
810	0.281913419
811	0.2817829661
812	0.281668427
813	0.2815491072
814	0.2814776376
815	0.2813951004
816	0.2812134138
817	0.2810149404
818	0.280870233
819	0.2807418103
820	0.2805436207
821	0.2804326397
822	0.2802592484
823	0.2801092145
824	0.2799000665
825	0.2798227029
826	0.2798024452
827	0.2796142971
828	0.279503971
829	0.2793363208
830	0.2792470165
831	0.2790561179
832	0.2789662897
833	0.2788420801
834	0.2787860221
835	0.2787570326
836	0.2787299204
837	0.278565108
838	0.2784259016
839	0.278330354
840	0.2781238911
841	0.2779688146
842	0.2778357641
843	0.2777083456
844	0.2775552992
845	0.2773698144
846	0.2772138429
847	0.2771585052
848	0.2770267427
849	0.2769977531
850	0.2769177918
851	0.2767866841
852	0.2766139477
853	0.2764784741
854	0.2763793247
855	0.2762456411
856	0.2761137475
857	0.2760980085
858	0.2760254692
859	0.2759011723
860	0.2757831841
861	0.275731099
862	0.2755359873
863	0.2754409637
864	0.2753077167
865	0.2751661309
866	0.2751168181
867	0.2750376864
868	0.2748647753
869	0.2747806664
870	0.2746234506
871	0.2744948751
872	0.2743537041
873	0.2743142146
874	0.2742032555
875	0.274048441
876	0.2739296014
877	0.2738251693
878	0.2737250376
879	0.273627831
880	0.273591354
881	0.2735086422
882	0.273367362
883	0.2732525609
884	0.2731551142
885	0.2730799335
886	0.2729731875
887	0.2728366443
888	0.2726426459
889	0.272584776
890	0.2725045091
891	0.2724120832
892	0.2722240443
893	0.2720880031
894	0.2720668722
895	0.2720160969
896	0.2719922591
897	0.271881169
898	0.271789529
899	0.2717091529
900	0.2715881522
901	0.2714577867
902	0.2712759474
903	0.2711445777
904	0.2711259572
905	0.2709772331
906	0.2709390097
907	0.2708943467
908	0.2708205849
909	0.2706702018
910	0.2705465816
911	0.2704090124
912	0.2702276314
913	0.2701160611
914	0.2699414691
915	0.2697662659
916	0.2696427767
917	0.2695350483
918	0.2693494761
919	0.2691823062
920	0.2690403274
921	0.2689500626
922	0.2689323371
923	0.2688885908
924	0.268775165
925	0.2687037608
926	0.2686898555
927	0.2685762332
928	0.2684318313
929	0.2684106786
930	0.2683018151
931	0.2681596617
932	0.2680667774
933	0.2679559929
934	0.2677656182
935	0.2676694813
936	0.2675547675
937	0.2674443323
938	0.2673440259
939	0.2673299678
940	0.2672247061
941	0.2670983354
942	0.2669549377
943	0.2668415992
944	0.2667368178
945	0.2665979825
946	0.2664396316
947	0.2662947713
948	0.2661924349
949	0.2660126693
950	0.2659078224
951	0.2658152655
952	0.2656759936
953	0.2655587258
954	0.2655133642
955	0.2653816889
956	0.2653294728
957	0.2652217663
958	0.265156016
959	0.2650643104
960	0.2649358441
961	0.2648626281
962	0.2647972707
963	0.2647060236
964	0.2646898698
965	0.2645809408
966	0.2645610324
967	0.2644893008
968	0.2644013717
969	0.2643004105
970	0.2641884691
971	0.2641532581
972	0.2640306203
973	0.2639257516
974	0.2638118455
975	0.2637264923
976	0.2635395012
977	0.2634423601
978	0.2633602595
979	0.2632486019
980	0.2631713474
981	0.2630028677
982	0.2628997453
983	0.2628155928
984	0.2627937633
985	0.2626462617
986	0.2624981925
987	0.2623714289
988	0.2622808585
989	0.2621594649
990	0.262061407
991	0.261983323
992	0.2618780614
993	0.2617971396
994	0.26167114
995	0.2615748502
996	0.2614946488
997	0.2613715525
998	0.2612057578
999	0.26105854
