iter	RMSE
395	926.96739
396	925.9500296
397	925.1433414
398	924.4023457
399	924.3743071
400	924.0298932
401	923.0063249
402	922.0096024
403	921.0078781
404	920.2854896
405	919.4810724
406	919.1044872
407	918.724494
408	917.9995449
409	916.5216829
410	915.421573
411	914.8917407
412	914.8595455
413	913.5779477
414	912.4507372
415	911.8461637
416	911.2076445
417	910.6742461
418	910.1812619
419	909.1758191
420	907.5624915
421	906.8231036
422	906.2378966
423	905.7436039
424	905.4154112
425	904.7798413
426	903.9160743
427	903.4472324
428	902.6040782
429	901.9102975
430	901.5139732
431	900.388084
432	900.1246005
433	899.6050394
434	898.8240931
435	898.5454017
436	897.9886365
437	897.3872766
438	896.7765647
439	896.2603338
440	895.5436923
441	895.436413
442	894.7176603
443	893.8521442
444	893.6417857
445	892.875565
446	892.309231
447	891.8963776
448	890.9305636
449	890.3074801
450	889.9631549
451	889.8566446
452	888.9275965
453	888.8272594
454	888.1532496
455	887.9035161
456	887.3875656
457	887.0000348
458	886.2759562
459	885.9779199
460	885.263695
461	884.7054214
462	883.7338157
463	883.3976593
464	882.6819418
465	881.7664671
466	881.3921782
467	880.5847358
468	879.8358041
469	878.7517393
470	877.9858733
471	877.8270914
472	877.4339442
473	876.7316171
474	876.019104
475	875.3563186
476	874.5190627
477	873.7103299
478	873.1205638
479	872.3563249
480	872.0845098
481	871.8626543
482	871.5311045
483	870.6418732
484	870.382344
485	869.6089252
486	869.507369
487	868.6525738
488	867.9323402
489	867.496356
490	866.7230788
491	866.4098054
492	865.3818534
493	864.8105207
494	864.1880407
495	863.5758656
496	863.3722619
497	863.1761139
498	862.7147802
499	862.1179826
500	861.3752354
501	860.8901473
502	860.2985247
503	859.7370574
504	859.381841
505	858.6921365
506	858.1775846
507	858.0021669
508	857.8271356
509	857.3440261
510	857.1669071
511	856.5216653
512	856.0015912
513	855.5807069
514	854.9663039
515	854.8048844
516	854.0868794
517	853.6592622
518	853.3084883
519	852.6458517
520	851.9979164
521	851.100515
522	850.767004
523	849.9704498
524	849.6628594
525	849.0518456
526	848.9160405
527	848.6107774
528	848.2772997
529	847.7939849
530	847.5728559
531	847.272665
532	846.5763173
533	846.0050172
534	845.6700911
535	845.2514153
536	845.0035114
537	844.7778451
538	844.1826723
539	843.55423
540	843.1537687
541	842.7774581
542	842.6173177
543	842.1393878
544	841.6828632
545	841.3172109
546	840.9624167
547	840.6140005
548	840.0909052
549	839.3740024
550	838.9588621
551	838.5245921
552	838.1042982
553	837.5036863
554	837.1605749
555	836.5696944
556	836.5558857
557	836.1069047
558	835.781946
559	835.4920588
560	835.1374563
561	834.8294513
562	834.3753144
563	833.8867798
564	833.4141521
565	833.0358766
566	831.9869212
567	831.6878873
568	831.2414567
569	831.1665242
570	830.8277842
571	830.1315444
572	829.4519664
573	829.1964019
574	829.0257462
575	828.5735586
576	828.0301634
577	827.9623007
578	827.3257459
579	827.2865279
580	826.9182143
581	826.646669
582	826.3545961
583	825.8809915
584	825.4731576
585	824.9458736
586	824.5802627
587	823.3157287
588	823.0886293
589	823.0779005
590	822.4872827
591	822.1045107
592	822.0712158
593	821.3486978
594	821.2694074
595	820.7773612
596	820.7680288
597	820.7565688
598	820.1257417
599	820.1140548
600	819.8572828
601	819.845953
602	819.8360544
603	819.2760901
604	819.1793023
605	819.1700641
606	818.7882785
607	818.3021504
608	817.811993
609	817.544303
610	816.9365888
611	816.4479832
612	815.70434
613	815.3354039
614	814.9250319
615	814.657925
616	814.1742344
617	813.606533
618	813.5532035
619	813.4758312
620	813.4075566
621	812.853513
622	812.4534912
623	812.3921372
624	811.8566074
625	811.570728
626	811.5151416
627	811.4511842
628	811.3935969
629	810.8219704
630	810.3798369
631	810.0485238
632	809.397465
633	809.1028974
634	809.0550216
635	808.3826529
636	807.9787152
637	807.4632267
638	807.1884367
639	806.8753164
640	806.5052376
641	806.1110381
642	805.5211826
643	805.2914828
644	804.6803112
645	804.4196675
646	803.9350728
647	803.3558886
648	802.8259011
649	802.4227025
650	801.8657388
651	801.3629908
652	800.8071092
653	800.6094817
654	800.2428623
655	799.9562945
656	799.4329409
657	799.1977742
658	798.856386
659	798.5969649
660	798.273732
661	797.892541
662	797.413879
663	797.0180093
664	796.693364
665	796.2087571
666	796.2024586
667	795.8293446
668	795.5989504
669	795.362553
670	794.9680212
671	794.6837041
672	794.3854688
673	794.0666528
674	793.6996808
675	793.2157317
676	792.7404029
677	792.3911984
678	792.3831806
679	792.1380154
680	791.6318478
681	791.2707079
682	790.859333
683	790.5952617
684	790.3948297
685	790.0761285
686	789.8016275
687	789.0492175
688	788.7436204
689	788.3044989
690	787.9705422
691	787.621736
692	786.91766
693	786.7680828
694	786.5616107
695	786.1178616
696	785.9185122
697	785.644472
698	785.4699632
699	785.2162708
700	784.8531912
701	784.4830542
702	784.1546967
703	783.3990064
704	782.9712999
705	782.6639451
706	782.4039396
707	782.0306862
708	781.8347584
709	781.5970154
710	781.2273383
711	780.8712645
712	780.6019819
713	780.1375723
714	779.9528033
715	779.8942183
716	779.6940098
717	779.4676882
718	779.1258767
719	778.8964893
720	778.7249091
721	778.5073201
722	778.4565847
723	777.9085257
724	777.5151525
725	777.1871132
726	776.5458506
727	776.3710478
728	776.0549458
729	775.1462854
730	775.1295909
731	774.9127851
732	774.6641533
733	774.4142175
734	774.1221252
735	773.8690783
736	773.4600434
737	773.0458384
738	772.8376184
739	772.4626631
740	772.147212
741	771.9876364
742	771.6630413
743	771.2700573
744	770.8745742
745	770.545954
746	770.1395347
747	769.7290128
748	769.4622236
749	769.2776034
750	768.9527225
751	768.6504125
752	768.3524923
753	767.9669659
754	767.8433745
755	767.5105081
756	767.2727981
757	766.9352873
758	766.5608792
759	766.1955913
760	766.1089404
761	765.7163179
762	765.4603884
763	765.172525
764	764.9881074
765	764.8175682
766	764.3000423
767	764.1077443
768	763.7185547
769	763.6206097
770	763.4685897
771	763.1936914
772	763.0904832
773	763.0041712
774	762.8249157
775	762.795796
776	762.5814227
777	762.3702316
778	762.1694235
779	761.920084
780	761.4900317
781	761.2385366
782	761.0915558
783	760.8902412
784	760.8761777
785	760.5241026
786	760.2193709
787	760.0089965
788	759.7169262
789	759.4954305
790	759.3141344
791	758.5167713
792	757.9957506
793	757.6915819
794	757.4809776
795	757.1249826
796	757.1114315
797	756.8936663
798	756.8888042
799	756.6173018
800	756.4124133
801	756.2625531
802	756.0420665
803	755.4125769
804	755.3362304
805	755.2021057
806	754.7396642
807	754.719587
808	754.4486528
809	754.2578108
810	754.0647904
811	753.9044522
812	753.5606545
813	753.3229576
814	753.1977665
815	753.0049655
816	752.8995544
817	752.6922582
818	752.5571476
819	752.238631
820	751.9452618
821	751.6352076
822	751.4428338
823	751.2801052
824	750.938339
825	750.1105601
826	749.9707969
827	749.5559584
828	749.1092037
829	748.820268
830	748.4354394
831	748.2197213
832	748.0061336
833	747.7814193
834	747.6344364
835	746.900685
836	746.4660996
837	746.1436718
838	745.6728253
839	745.349161
840	744.9854799
841	744.3447175
842	744.0254297
843	743.6290246
844	743.3689451
845	743.2420634
846	742.5651933
847	742.3674477
848	742.0505899
849	741.6195312
850	741.2918915
851	741.0365333
852	740.8616733
853	740.5247169
854	740.1764808
855	739.837797
856	739.5990116
857	739.0490738
858	739.0244713
859	738.7854214
860	738.4216084
861	737.9832073
862	737.5684649
863	737.217289
864	737.0821228
865	736.8078572
866	736.4140691
867	736.0833119
868	735.7815866
869	735.4650505
870	735.2021576
871	735.0133887
872	734.8931606
873	734.7578841
874	734.5806282
875	734.2169675
876	734.0446357
877	733.9143922
878	733.75492
879	733.519332
880	733.3188511
881	733.1808783
882	733.0551179
883	732.6515713
884	732.5302264
885	732.4003393
886	732.3086051
887	732.0298417
888	731.77624
889	731.4842948
890	731.1569849
891	730.8179945
892	730.6336962
893	730.6149112
894	730.3701132
895	729.9932085
896	729.7611542
897	729.5714876
898	729.3150015
899	728.8023954
900	728.505137
901	728.2244423
902	727.9188538
903	727.7353182
904	727.5187511
905	727.3819156
906	727.0253753
907	726.7706207
908	726.6589496
909	726.2747017
910	726.2702559
911	726.2684255
912	726.0810169
913	725.7898577
914	725.476506
915	724.9864669
916	724.881631
917	724.5399064
918	724.3824367
919	724.2263508
920	724.0755226
921	723.8261108
922	723.6777664
923	723.6603388
924	723.4132181
925	723.1698187
926	722.8699347
927	722.599668
928	722.2985079
929	722.1456754
930	722.005507
931	721.6381762
932	721.5040768
933	721.3652804
934	721.0808629
935	720.9449126
936	720.8816898
937	720.7744156
938	720.4332755
939	720.0422186
940	719.993692
941	719.8822442
942	719.79379
943	719.6166735
944	719.0570525
945	718.894543
946	718.8342384
947	718.3194704
948	717.8191491
949	717.2323154
950	716.9605201
951	716.6970656
952	716.5187053
953	716.2873423
954	716.0189564
955	715.7384184
956	715.5753679
957	715.1671575
958	714.9024517
959	714.7318281
960	714.5568204
961	714.3348416
962	714.1058034
963	713.7524584
964	713.5337263
965	713.2629502
966	713.2536582
967	713.1251717
968	712.7906754
969	712.7420312
970	712.4453312
971	712.3410809
972	712.324446
973	712.057983
974	711.842826
975	711.83935
976	711.4078346
977	711.2434707
978	711.0488608
979	710.8680008
980	710.6678955
981	710.1273392
982	710.0092355
983	709.9836678
984	709.8300901
985	709.6849238
986	709.5631516
987	709.4158422
988	709.2796169
989	708.9956227
990	708.8614807
991	708.6978105
992	708.4453623
993	708.3480761
994	708.2115417
995	707.9184057
996	707.825069
997	707.6640384
998	707.3847447
999	707.1128238
